"(GML)

GameLeagueCoin
(GML)","0.014036
USD"
"(XAU)

Xaucoin
(XAU)","0.066511
USD"
"(BUB)

Bubble
(BUB)","0.022192
USD"
"(IVZ)

InvisibleCoin
(IVZ)","0.648309
USD"
"(CME)

Cashme
(CME)","0.000106
USD"
"(FRWC)

FrankyWillCoin
(FRWC)","0.003781
USD"
"(OMC)

Omicron
(OMC)","0.367155
USD"
"(LAZ)

Lazaruscoin
(LAZ)","0.001288
USD"
"(KASHH)

KashhCoin
(KASHH)","0.000107
USD"
"(XOT)

Internet of Things
(XOT)","734.13
USD"
"(RHFC)

RHFCoin
(RHFC)","0.000634
USD"
"(TLE)

Tattoocoin (Limited Edition)
(TLE)","0.950006
USD"
"(ASN)

Aseancoin
(ASN)","0.005937
USD"
"(LLT)

LLToken
(LLT)","?
USD"
"(HIGH)

High Gain
(HIGH)","0.000660
USD"
"(RYZ)

ANRYZE
(RYZ)","0.016611
USD"
"(PEC)

Peacecoin
(PEC)","0.013469
USD"
"(TERA)

TeraCoin
(TERA)","0.000001
USD"
"(UTA)

UtaCoin
(UTA)","0.000199
USD"
"(MEN)

PeopleCoin
(MEN)","0.000087
USD"
"(BLX)

Blockchain Index
(BLX)","4.21
USD"
"(FC)

Facecoin
(FC)","0.001827
USD"
"(ELTC2)

eLTC
(ELTC2)","0.000651
USD"
"(SWP)

Swapcoin
(SWP)","0.259564
USD"
"(EUSD)

eUSD
(EUSD)","0.000574
USD"
"(10MT)

10M Token
(10MT)","0.005195
USD"
"(LTG)

LiteCoin Gold
(LTG)","0.006132
USD"
"(BTCS)

Bitcoin Silver
(BTCS)","0.004806
USD"
"(CASH)

Cash Poker Pro
(CASH)","0.054290
USD"
"(IBTC)

iBTC
(IBTC)","0.004804
USD"
"(EBIT)

eBIT
(EBIT)","0.004195
USD"
"(FBL)

Faceblock
(FBL)","0.003230
USD"
"(IPY)

Infinity Pay
(IPY)","0.001203
USD"
"(BTC2X)

Bitcoin2x
(BTC2X)","0.005782
USD"
"(TRIA)

Triaconta
(TRIA)","19.65
USD"
"(HYTV)

Hyper TV
(HYTV)","0.001180
USD"
"(UAHPAY)

UAHPay
(UAHPAY)","0.000108
USD"
"(FRCT)

Farstcoin
(FRCT)","?
USD"
"(EDT)

EtherDelta Token
(EDT)","0.039509
USD"
"(DUBI)

Decentralized Universal Basic Income
(DUBI)","123.81
USD"
"(DMT)

DMarket
(DMT)","0.671872
USD"
"(SPHTX)

SophiaTX
(SPHTX)","0.612219
USD"
"(SYNX)

Syndicate
(SYNX)","0.911813
USD"
"(TNC)

Trinity Network Credit
(TNC)","0.218971
USD"
"(NGC)

NAGA
(NGC)","0.946053
USD"
"(XCP)

Counterparty
(XCP)","29.96
USD"
"(ARK)

Ark
(ARK)","4.67
USD"
"(DENT)

Dent
(DENT)","0.025416
USD"
"(BTO)

Bottos
(BTO)","0.184297
USD"
"(MTL)

Metal
(MTL)","4.85
USD"
"(KICK)

KickCoin
(KICK)","0.058862
USD"
"(CMT)

CyberMiles
(CMT)","0.193266
USD"
"(XWC)

WhiteCoin
(XWC)","0.157884
USD"
"(XEL)

Elastic
(XEL)","0.305107
USD"
"(WGR)

Wagerr
(WGR)","0.554220
USD"
"(BNT)

Bancor
(BNT)","5.66
USD"
"(MDA)

Moeda Loyalty Points
(MDA)","1.46
USD"
"(BLOCK)

Blocknet
(BLOCK)","39.64
USD"
"(ACT)

Achain
(ACT)","0.488524
USD"
"(BTM)

Bytom
(BTM)","0.383410
USD"
"(DCR)

Decred
(DCR)","91.30
USD"
"(KCS)

KuCoin Shares
(KCS)","5.15
USD"
"(LKK)

Lykke
(LKK)","0.154778
USD"
"(QLC)

QLINK
(QLC)","0.240050
USD"
"(NAV)

NAV Coin
(NAV)","2.02
USD"
"(UNY)

Unity Ingot
(UNY)","0.117282
USD"
"(CFI)

Cofound.it
(CFI)","0.112080
USD"
"(1ST)

FirstBlood
(1ST)","0.532089
USD"
"(PRE)

Presearch
(PRE)","0.320325
USD"
"(TIME)

Chronobank
(TIME)","27.76
USD"
"(CLOAK)

CloakCoin
(CLOAK)","10.63
USD"
"(SC)

Siacoin
(SC)","0.028794
USD"
"(OAX)

OAX
(OAX)","0.898573
USD"
"(PPP)

PayPie
(PPP)","1.41
USD"
"(PIVX)

PIVX
(PIVX)","6.13
USD"
"(FLO)

FlorinCoin
(FLO)","0.119204
USD"
"(PST)

Primas
(PST)","0.349171
USD"
"(AGI)

SingularityNET
(AGI)","0.368648
USD"
"(BQ)

bitqy
(BQ)","0.007161
USD"
"(SNC)

SunContract
(SNC)","0.294690
USD"
"(ICX)

ICON
(ICX)","4.83
USD"
"(MGO)

MobileGo
(MGO)","0.730537
USD"
"(PHR)

Phore
(PHR)","3.55
USD"
"(DASH)

Dash
(DASH)","723.87
USD"
"(BLT)

Bloom
(BLT)","0.806003
USD"
"(GTO)

Gifto
(GTO)","0.494421
USD"
"(BDG)

BitDegree
(BDG)","0.081769
USD"
"(RDD)

ReddCoin
(RDD)","0.007618
USD"
"(PPC)

Peercoin
(PPC)","4.09
USD"
"(C20)

CRYPTO20
(C20)","2.37
USD"
"(MNX)

MinexCoin
(MNX)","21.29
USD"
"(JNT)

Jibrel Network
(JNT)","0.573596
USD"
"(NXT)

Nxt
(NXT)","0.269467
USD"
"(SAN)

Santiment Network Token
(SAN)","3.05
USD"
"(SLS)

SaluS
(SLS)","52.84
USD"
"(THC)

HempCoin
(THC)","0.243113
USD"
"(BCC)

BitConnect
(BCC)","3.94
USD"
"(GAS)

Gas
(GAS)","47.02
USD"
"(BNTY)

Bounty0x
(BNTY)","0.144866
USD"
"(WRC)

Worldcore
(WRC)","0.192041
USD"
"(XPM)

Primecoin
(XPM)","0.749456
USD"
"(INK)

Ink
(INK)","0.219905
USD"
"(SYS)

Syscoin
(SYS)","0.711354
USD"
"(CAPP)

Cappasity
(CAPP)","0.137221
USD"
"(KRM)

Karma
(KRM)","0.023384
USD"
"(NXS)

Nexus
(NXS)","2.60
USD"
"(DCT)

DECENT
(DCT)","0.965417
USD"
"(IOST)

IOStoken
(IOST)","0.047075
USD"
"(XMY)

Myriad
(XMY)","0.013352
USD"
"(FLASH)

Flash
(FLASH)","0.040121
USD"
"(BIX)

Bibox Token
(BIX)","1.10
USD"
"(DMD)

Diamond
(DMD)","15.80
USD"
"(STX)

Stox
(STX)","0.464738
USD"
"(HOT)

Hydro Protocol
(HOT)","0.097363
USD"
"(RHOC)

RChain
(RHOC)","2.31
USD"
"(XP)

Experience Points
(XP)","0.000775
USD"
"(UQC)

Uquid Coin
(UQC)","2.68
USD"
"(R)

Revain
(R)","3.35
USD"
"(ATM)

ATMChain
(ATM)","0.011962
USD"
"(GRS)

Groestlcoin
(GRS)","0.748787
USD"
"(XRL)

Rialto
(XRL)","0.231122
USD"
"(MED)

MediBloc
(MED)","0.042157
USD"
"(TIO)

Trade Token
(TIO)","0.376167
USD"
"(MEE)

CoinMeet
(MEE)","0.096001
USD"
"(IPL)

InsurePal
(IPL)","0.141605
USD"
"(INS)

INS Ecosystem
(INS)","3.05
USD"
"(WINGS)

Wings
(WINGS)","0.795259
USD"
"(ECC)

ECC
(ECC)","0.002544
USD"
"(SKY)

Skycoin
(SKY)","22.04
USD"
"(KEY)

Selfkey
(KEY)","0.020125
USD"
"(CREDO)

Credo
(CREDO)","0.040556
USD"
"(MOT)

Olympus Labs
(MOT)","0.821358
USD"
"(CSNO)

BitDice
(CSNO)","0.254164
USD"
"(MER)

Mercury
(MER)","0.493086
USD"
"(HST)

Decision Token
(HST)","1.43
USD"
"(SNOV)

Snovio
(SNOV)","0.065821
USD"
"(XMR)

Monero
(XMR)","315.23
USD"
"(PAY)

TenX
(PAY)","2.07
USD"
"(MDS)

MediShares
(MDS)","0.238936
USD"
"(GNT)

Golem
(GNT)","0.444962
USD"
"(ZEN)

ZenCash
(ZEN)","44.36
USD"
"(EXP)

Expanse
(EXP)","3.58
USD"
"(SIB)

SIBCoin
(SIB)","2.55
USD"
"(XBY)

XTRABYTES
(XBY)","0.215738
USD"
"(WABI)

WaBi
(WABI)","1.88
USD"
"(AMB)

Ambrosus
(AMB)","0.792013
USD"
"(LRC)

Loopring
(LRC)","0.783924
USD"
"(DBET)

DecentBet
(DBET)","0.195375
USD"
"(MANA)

Decentraland
(MANA)","0.130207
USD"
"(ANT)

Aragon
(ANT)","4.68
USD"
"(EMC)

Emercoin
(EMC)","5.15
USD"
"(POLY)

Polymath
(POLY)","1.54
USD"
"(COSS)

COSS
(COSS)","0.794746
USD"
"(COB)

Cobinhood
(COB)","0.214774
USD"
"(OMNI)

Omni
(OMNI)","41.91
USD"
"(XSPEC)

Spectrecoin
(XSPEC)","1.73
USD"
"(LEND)

ETHLend
(LEND)","0.127016
USD"
"(ICOS)

ICOS
(ICOS)","28.50
USD"
"(DATA)

Streamr DATAcoin
(DATA)","0.123743
USD"
"(BTC)

Bitcoin
(BTC)","11102.20
USD"
"(PPY)

Peerplays
(PPY)","7.12
USD"
"(HPB)

High Performance Blockchain
(HPB)","6.14
USD"
"(BCO)

BridgeCoin
(BCO)","5.00
USD"
"(FAIR)

FairCoin
(FAIR)","0.592975
USD"
"(FTC)

Feathercoin
(FTC)","0.255929
USD"
"(UBQ)

Ubiq
(UBQ)","3.10
USD"
"(MAID)

MaidSafeCoin
(MAID)","0.467912
USD"
"(OMG)

OmiseGO
(OMG)","17.82
USD"
"(HMQ)

Humaniq
(HMQ)","0.255950
USD"
"(UNIT)

Universal Currency
(UNIT)","1.56
USD"
"(TEL)

Telcoin
(TEL)","0.004350
USD"
"(BITB)

Bean Cash
(BITB)","0.014065
USD"
"(LUN)

Lunyr
(LUN)","19.31
USD"
"(ZPT)

Zeepin
(ZPT)","0.133871
USD"
"(DRGN)

Dragonchain
(DRGN)","1.82
USD"
"(EVX)

Everex
(EVX)","2.69
USD"
"(QRL)

Quantum Resistant Ledger
(QRL)","1.36
USD"
"(ADT)

adToken
(ADT)","0.081042
USD"
"(XZC)

ZCoin
(XZC)","64.95
USD"
"(DCN)

Dentacoin
(DCN)","0.000978
USD"
"(PRG)

Paragon
(PRG)","0.341747
USD"
"(ECA)

Electra
(ECA)","0.001542
USD"
"(SNM)

SONM
(SNM)","0.279415
USD"
"(XPA)

XPA
(XPA)","0.122238
USD"
"(UCASH)

U.CASH
(UCASH)","0.091493
USD"
"(GOLOS)

Golos
(GOLOS)","0.226019
USD"
"(REP)

Augur
(REP)","54.37
USD"
"(SMART)

SmartCash
(SMART)","0.291603
USD"
"(XEM)

NEM
(XEM)","0.526971
USD"
"(DNT)

district0x
(DNT)","0.105272
USD"
"(GVT)

Genesis Vision
(GVT)","28.27
USD"
"(TSL)

Energo
(TSL)","0.075773
USD"
"(BLK)

BlackCoin
(BLK)","0.409064
USD"
"(ZEC)

Zcash
(ZEC)","471.98
USD"
"(AIR)

AirToken
(AIR)","0.017696
USD"
"(ETP)

Metaverse ETP
(ETP)","2.20
USD"
"(VIB)

Viberate
(VIB)","0.291214
USD"
"(POSW)

PoSW Coin
(POSW)","0.683055
USD"
"(BBR)

Boolberry
(BBR)","1.99
USD"
"(QUN)

QunQun
(QUN)","0.075799
USD"
"(STORM)

Storm
(STORM)","0.039742
USD"
"(QASH)

QASH
(QASH)","1.03
USD"
"(IXT)

iXledger
(IXT)","0.652523
USD"
"(IGNIS)

Ignis
(IGNIS)","0.272769
USD"
"(ETHOS)

Ethos
(ETHOS)","4.14
USD"
"(ICN)

Iconomi
(ICN)","1.88
USD"
"(PRA)

ProChain
(PRA)","0.394975
USD"
"(BITCNY)

bitCNY
(BITCNY)","0.160326
USD"
"(QAU)

Quantum
(QAU)","0.233688
USD"
"(BSD)

BitSend
(BSD)","1.11
USD"
"(UKG)

Unikoin Gold
(UKG)","0.365001
USD"
"(ADX)

AdEx
(ADX)","1.76
USD"
"(GXS)

GXShares
(GXS)","4.97
USD"
"(WCT)

Waves Community Token
(WCT)","3.12
USD"
"(TNB)

Time New Bank
(TNB)","0.077763
USD"
"(WPR)

WePower
(WPR)","0.156156
USD"
"(NVST)

NVO
(NVST)","1.47
USD"
"(OXY)

Oxycoin
(OXY)","0.270441
USD"
"(TRIG)

Triggers
(TRIG)","2.13
USD"
"(ALIS)

ALIS
(ALIS)","0.481576
USD"
"(RMC)

Russian Miner Coin
(RMC)","10999.20
USD"
"(XVG)

Verge
(XVG)","0.081648
USD"
"(POT)

PotCoin
(POT)","0.187780
USD"
"(CNX)

Cryptonex
(CNX)","7.96
USD"
"(REQ)

Request Network
(REQ)","0.321625
USD"
"(VOX)

Voxels
(VOX)","0.168607
USD"
"(SALT)

SALT
(SALT)","4.89
USD"
"(MCO)

Monaco
(MCO)","9.20
USD"
"(TIX)

Blocktix
(TIX)","0.830673
USD"
"(DGB)

DigiByte
(DGB)","0.043852
USD"
"(VIBE)

VIBE
(VIBE)","0.518021
USD"
"(THETA)

Theta Token
(THETA)","0.171572
USD"
"(OST)

Simple Token
(OST)","0.335453
USD"
"(AMP)

Synereo
(AMP)","0.341052
USD"
"(PEPECASH)

Pepe Cash
(PEPECASH)","0.062440
USD"
"(MONA)

MonaCoin
(MONA)","6.13
USD"
"(COLX)

ColossusCoinXT
(COLX)","0.004775
USD"
"(EBTC)

eBitcoin
(EBTC)","0.937831
USD"
"(ZOI)

Zoin
(ZOI)","1.30
USD"
"(COVAL)

Circuits of Value
(COVAL)","0.018454
USD"
"(RPX)

Red Pulse
(RPX)","0.220793
USD"
"(ARN)

Aeron
(ARN)","2.69
USD"
"(UTK)

UTRUST
(UTK)","0.254893
USD"
"(ZIL)

Zilliqa
(ZIL)","0.066357
USD"
"(HGT)

HelloGold
(HGT)","0.062487
USD"
"(ION)

ION
(ION)","2.79
USD"
"(RBY)

Rubycoin
(RBY)","0.862367
USD"
"(LA)

LATOKEN
(LA)","0.383774
USD"
"(UNITY)

SuperNET
(UNITY)","196.05
USD"
"(RVT)

Rivetz
(RVT)","0.983742
USD"
"(ITC)

IoT Chain
(ITC)","2.70
USD"
"(MOON)

Mooncoin
(MOON)","0.000155
USD"
"(SNGLS)

SingularDTV
(SNGLS)","0.135933
USD"
"(GTC)

Game.com
(GTC)","0.124012
USD"
"(ZRX)

0x
(ZRX)","1.17
USD"
"(SAFEX)

Safe Exchange Coin
(SAFEX)","0.030767
USD"
"(DPY)

Delphy
(DPY)","2.07
USD"
"(SLR)

SolarCoin
(SLR)","0.749238
USD"
"(PRL)

Oyster
(PRL)","1.41
USD"
"(CLAM)

Clams
(CLAM)","6.34
USD"
"(BOT)

Bodhi
(BOT)","0.622226
USD"
"(NEU)

Neumark
(NEU)","0.804506
USD"
"(BTX)

Bitcore
(BTX)","25.54
USD"
"(WAVES)

Waves
(WAVES)","8.02
USD"
"(BAT)

Basic Attention Token
(BAT)","0.421119
USD"
"(BLZ)

Bluzelle
(BLZ)","0.622439
USD"
"(CVC)

Civic
(CVC)","0.465677
USD"
"(GAME)

GameCredits
(GAME)","2.88
USD"
"(NULS)

Nuls
(NULS)","3.26
USD"
"(XSH)

SHIELD
(XSH)","0.071309
USD"
"(DLT)

Agrello
(DLT)","0.431922
USD"
"(ATB)

ATBCoin
(ATB)","0.603996
USD"
"(CXO)

CargoX
(CXO)","0.137081
USD"
"(PLBT)

Polybius
(PLBT)","5.27
USD"
"(DEW)

DEW
(DEW)","1.15
USD"
"(NYC)

NewYorkCoin
(NYC)","0.000124
USD"
"(OK)

OKCash
(OK)","0.310127
USD"
"(NMC)

Namecoin
(NMC)","3.12
USD"
"(AGRS)

Agoras Tokens
(AGRS)","2.36
USD"
"(DGD)

DigixDAO
(DGD)","288.83
USD"
"(VTC)

Vertcoin
(VTC)","4.30
USD"
"(NAS)

Nebulas
(NAS)","9.89
USD"
"(OTN)

Open Trading Network
(OTN)","7.81
USD"
"(DAI)

Dai
(DAI)","1.00
USD"
"(FLDC)

FoldingCoin
(FLDC)","0.028233
USD"
"(DRT)

DomRaider
(DRT)","0.038610
USD"
"(IDH)

indaHash
(IDH)","0.156232
USD"
"(EDO)

Eidoo
(EDO)","3.10
USD"
"(PUT)

Profile Utility Token
(PUT)","0.766435
USD"
"(SBD)

Steem Dollars
(SBD)","5.45
USD"
"(OCT)

OracleChain
(OCT)","0.649727
USD"
"(RLC)

iExec RLC
(RLC)","1.49
USD"
"(UNO)

Unobtanium
(UNO)","156.49
USD"
"(HDG)

Hedge
(HDG)","4.90
USD"
"(WAX)

WAX
(WAX)","0.416508
USD"
"(MINT)

Mintcoin
(MINT)","0.001210
USD"
"(IOC)

I/O Coin
(IOC)","2.49
USD"
"(NANO)

Nano
(NANO)","8.77
USD"
"(ETC)

Ethereum Classic
(ETC)","39.29
USD"
"(TKN)

TokenCard
(TKN)","1.88
USD"
"(DIME)

Dimecoin
(DIME)","0.000079
USD"
"(SUB)

Substratum
(SUB)","0.698520
USD"
"(FCT)

Factom
(FCT)","33.17
USD"
"(INT)

Internet Node Token
(INT)","0.366909
USD"
"(VIA)

Viacoin
(VIA)","3.54
USD"
"(CND)

Cindicator
(CND)","0.172662
USD"
"(HAC)

Hackspace Capital
(HAC)","0.065196
USD"
"(RDN)

Raiden Network Token
(RDN)","3.69
USD"
"(BITUSD)

bitUSD
(BITUSD)","1.04
USD"
"(HSR)

Hshare
(HSR)","12.92
USD"
"(ORME)

Ormeus Coin
(ORME)","1.44
USD"
"(CV)

carVertical
(CV)","0.007168
USD"
"(COV)

Covesting
(COV)","1.00
USD"
"(SWT)

Swarm City
(SWT)","2.49
USD"
"(PLR)

Pillar
(PLR)","1.10
USD"
"(PRO)

Propy
(PRO)","1.75
USD"
"(LINDA)

Linda
(LINDA)","0.002065
USD"
"(PAC)

PACcoin
(PAC)","0.000031
USD"
"(NET)

Nimiq
(NET)","4.76
USD"
"(TRST)

WeTrust
(TRST)","0.358424
USD"
"(TAU)

Lamden
(TAU)","0.259487
USD"
"(VOISE)

Voise
(VOISE)","0.039899
USD"
"(LEV)

Leverj
(LEV)","0.131124
USD"
"(SOC)

All Sports
(SOC)","0.141730
USD"
"(TAAS)

TaaS
(TAAS)","6.75
USD"
"(TRAC)

OriginTrail
(TRAC)","0.179351
USD"
"(LSK)

Lisk
(LSK)","29.80
USD"
"(BCPT)

BlockMason Credit Protocol
(BCPT)","0.945538
USD"
"(BTCD)

BitcoinDark
(BTCD)","120.45
USD"
"(PARETO)

Pareto Network
(PARETO)","0.096825
USD"
"(RADS)

Radium
(RADS)","7.09
USD"
"(KIN)

Kin
(KIN)","0.000330
USD"
"(OCN)

Odyssey
(OCN)","0.020560
USD"
"(FUEL)

Etherparty
(FUEL)","0.165829
USD"
"(NXC)

Nexium
(NXC)","0.257807
USD"
"(NLG)

Gulden
(NLG)","0.153055
USD"
"(DAT)

Datum
(DAT)","0.051216
USD"
"(ALQO)

ALQO
(ALQO)","1.08
USD"
"(LMC)

LoMoCoin
(LMC)","0.085098
USD"
"(RMT)

SureRemit
(RMT)","0.039725
USD"
"(GCR)

Global Currency Reserve
(GCR)","0.133277
USD"
"(GUP)

Matchpool
(GUP)","0.366002
USD"
"(TNT)

Tierion
(TNT)","0.158721
USD"
"(NEBL)

Neblio
(NEBL)","18.98
USD"
"(HORSE)

Ethorse
(HORSE)","0.159850
USD"
"(DBC)

DeepBrain Chain
(DBC)","0.109261
USD"
"(CDT)

CoinDash
(CDT)","0.089936
USD"
"(GBYTE)

Byteball Bytes
(GBYTE)","616.89
USD"
"(AION)

Aion
(AION)","3.92
USD"
"(BPT)

Blockport
(BPT)","0.646553
USD"
"(CAN)

CanYaCoin
(CAN)","0.591740
USD"
"(DICE)

Etheroll
(DICE)","2.21
USD"
"(QSP)

Quantstamp
(QSP)","0.325314
USD"
"(YOYOW)

YOYOW
(YOYOW)","0.159423
USD"
"(ZSC)

Zeusshield
(ZSC)","0.029590
USD"
"(MTH)

Monetha
(MTH)","0.186905
USD"
"(ONION)

DeepOnion
(ONION)","4.69
USD"
"(DTR)

Dynamic Trading Rights
(DTR)","0.099368
USD"
"(MUSIC)

Musicoin
(MUSIC)","0.021270
USD"
"(SOAR)

Soarcoin
(SOAR)","0.031309
USD"
"(RCN)

Ripio Credit Network
(RCN)","0.182375
USD"
"(STORJ)

Storj
(STORJ)","1.15
USD"
"(STEEM)

Steem
(STEEM)","4.44
USD"
"(BAY)

BitBay
(BAY)","0.076034
USD"
"(GRC)

GridCoin
(GRC)","0.074482
USD"
"(IOP)

Internet of People
(IOP)","3.53
USD"
"(EDR)

E-Dinar Coin
(EDR)","0.021721
USD"
"(SPHR)

Sphere
(SPHR)","4.06
USD"
"(ETN)

Electroneum
(ETN)","0.086435
USD"
"(PZM)

PRIZM
(PZM)","0.923961
USD"
"(LEO)

LEOcoin
(LEO)","0.278815
USD"
"(TRX)

TRON
(TRX)","0.051296
USD"
"(ELIX)

Elixir
(ELIX)","0.510363
USD"
"(ETH)

Ethereum
(ETH)","947.26
USD"
"(ART)

Maecenas
(ART)","1.07
USD"
"(BRD)

Bread
(BRD)","1.02
USD"
"(HKN)

Hacken
(HKN)","5.00
USD"
"(APPC)

AppCoins
(APPC)","0.887709
USD"
"(NMR)

Numeraire
(NMR)","23.78
USD"
"(BUN)

BunnyCoin
(BUN)","0.000088
USD"
"(LUX)

LUXCoin
(LUX)","13.91
USD"
"(PTOY)

Patientory
(PTOY)","0.211965
USD"
"(LINK)

ChainLink
(LINK)","0.816131
USD"
"(DOGE)

Dogecoin
(DOGE)","0.006799
USD"
"(AST)

AirSwap
(AST)","0.648903
USD"
"(GNO)

Gnosis
(GNO)","161.27
USD"
"(BIS)

Bismuth
(BIS)","2.32
USD"
"(CRW)

Crown
(CRW)","3.18
USD"
"(PURA)

Pura
(PURA)","0.432311
USD"
"(APX)

APX
(APX)","12.74
USD"
"(GAT)

Gatcoin
(GAT)","0.020308
USD"
"(RISE)

Rise
(RISE)","0.485275
USD"
"(PKT)

Playkey
(PKT)","1.45
USD"
"(AEON)

Aeon
(AEON)","4.32
USD"
"(ENG)

Enigma
(ENG)","3.18
USD"
"(LOC)

LockChain
(LOC)","1.66
USD"
"(XRP)

Ripple
(XRP)","1.14
USD"
"(ADB)

adbank
(ADB)","0.022369
USD"
"(GBX)

GoByte
(GBX)","18.54
USD"
"(SHIFT)

Shift
(SHIFT)","3.12
USD"
"(AUR)

Auroracoin
(AUR)","1.78
USD"
"(ELF)

aelf
(ELF)","1.54
USD"
"(MOD)

Modum
(MOD)","3.64
USD"
"(EDG)

Edgeless
(EDG)","0.909926
USD"
"(ADST)

AdShares
(ADST)","0.415952
USD"
"(ZEIT)

Zeitcoin
(ZEIT)","0.000208
USD"
"(HVN)

Hive
(HVN)","0.145644
USD"
"(SWFTC)

SwftCoin
(SWFTC)","0.022947
USD"
"(CAG)

Change
(CAG)","0.310253
USD"
"(CAT)

BlockCAT
(CAT)","1.78
USD"
"(DNA)

EncrypGen
(DNA)","0.366240
USD"
"(TFL)

TrueFlip
(TFL)","1.13
USD"
"(MUE)

MonetaryUnit
(MUE)","0.167504
USD"
"(OBITS)

OBITS
(OBITS)","0.794517
USD"
"(B2B)

B2BX
(B2B)","0.581993
USD"
"(HTML)

HTMLCOIN
(HTML)","0.001457
USD"
"(AVT)

Aventus
(AVT)","2.56
USD"
"(XAS)

Asch
(XAS)","1.02
USD"
"(LIFE)

LIFE
(LIFE)","0.001105
USD"
"(PLU)

Pluton
(PLU)","17.31
USD"
"(BMC)

Blackmoon
(BMC)","0.911610
USD"
"(ZLA)

Zilla
(ZLA)","0.409063
USD"
"(PRIX)

Privatix
(PRIX)","4.88
USD"
"(KNC)

Kyber Network
(KNC)","2.59
USD"
"(KORE)

Kore
(KORE)","3.73
USD"
"(EMC2)

Einsteinium
(EMC2)","0.406387
USD"
"(DFT)

DraftCoin
(DFT)","3.03
USD"
"(AIX)

Aigang
(AIX)","0.495287
USD"
"(LBC)

LBRY Credits
(LBC)","0.392698
USD"
"(XAUR)

Xaurum
(XAUR)","0.119791
USD"
"(BLU)

BlueCoin
(BLU)","0.007234
USD"
"(QBT)

Qbao
(QBT)","0.606862
USD"
"(QRK)

Quark
(QRK)","0.016197
USD"
"(CAT)

BitClave
(CAT)","0.064044
USD"
"(BUZZ)

BuzzCoin
(BUZZ)","0.000441
USD"
"(ITNS)

IntenseCoin
(ITNS)","0.011014
USD"
"(BCH)

Bitcoin Cash
(BCH)","1525.87
USD"
"(TZC)

TrezarCoin
(TZC)","0.062548
USD"
"(ELTCOIN)

ELTCOIN
(ELTCOIN)","0.044696
USD"
"(SPANK)

SpankChain
(SPANK)","0.244909
USD"
"(PART)

Particl
(PART)","26.56
USD"
"(BBT)

BitBoost
(BBT)","0.500150
USD"
"(SXUT)

Spectre.ai Utility Token
(SXUT)","0.463776
USD"
"(TIPS)

FedoraCoin
(TIPS)","0.000024
USD"
"(XMG)

Magi
(XMG)","0.517764
USD"
"(BNB)

Binance Coin
(BNB)","11.09
USD"
"(NLC2)

NoLimitCoin
(NLC2)","0.141277
USD"
"(ENJ)

Enjin Coin
(ENJ)","0.234677
USD"
"(MXT)

MarteXcoin
(MXT)","1.57
USD"
"(SMLY)

SmileyCoin
(SMLY)","0.000154
USD"
"(QVT)

Qvolta
(QVT)","0.786020
USD"
"(ARY)

Block Array
(ARY)","0.156251
USD"
"(PASC)

Pascal Coin
(PASC)","1.60
USD"
"(PND)

Pandacoin
(PND)","0.000553
USD"
"(STAK)

STRAKS
(STAK)","2.16
USD"
"(GJC)

Global Jobcoin
(GJC)","0.288671
USD"
"(SNRG)

Synergy
(SNRG)","2.29
USD"
"(EFL)

e-Gulden
(EFL)","0.237457
USD"
"(CTR)

Centra
(CTR)","0.976221
USD"
"(HEAT)

HEAT
(HEAT)","0.377357
USD"
"(AURA)

Aurora DAO
(AURA)","0.319701
USD"
"(MYB)

MyBit Token
(MYB)","8.13
USD"
"(VEE)

BLOCKv
(VEE)","0.099248
USD"
"(KRB)

Karbo
(KRB)","1.21
USD"
"(EQT)

EquiTrader
(EQT)","0.331974
USD"
"(MSP)

Mothership
(MSP)","0.216171
USD"
"(ELLA)

Ellaism
(ELLA)","0.753473
USD"
"(GAM)

Gambit
(GAM)","14.93
USD"
"(BCN)

Bytecoin
(BCN)","0.005871
USD"
"(XDN)

DigitalNote
(XDN)","0.025555
USD"
"(CPAY)

Cryptopay
(CPAY)","0.094030
USD"
"(JC)

Jesus Coin
(JC)","0.000882
USD"
"(LTC)

Litecoin
(LTC)","224.86
USD"
"(VRC)

VeriCoin
(VRC)","0.934693
USD"
"(BURST)

Burst
(BURST)","0.040676
USD"
"(VERI)

Veritaseum
(VERI)","263.15
USD"
"(ERO)

Eroscoin
(ERO)","0.056441
USD"
"(SNT)

Status
(SNT)","0.221046
USD"
"(CREA)

Creativecoin
(CREA)","0.359357
USD"
"(SSS)

Sharechain
(SSS)","0.004416
USD"
"(GLD)

GoldCoin
(GLD)","0.206836
USD"
"(PFR)

Payfair
(PFR)","0.178656
USD"
"(POWR)

Power Ledger
(POWR)","0.778895
USD"
"(TIE)

TIES Network
(TIE)","0.259026
USD"
"(BLUE)

BLUE
(BLUE)","0.434610
USD"
"(SPF)

SportyCo
(SPF)","0.287600
USD"
"(TX)

TransferCoin
(TX)","1.17
USD"
"(CRM)

Cream
(CRM)","0.057109
USD"
"(ONG)

onG.social
(ONG)","0.449555
USD"
"(INCNT)

Incent
(INCNT)","0.282418
USD"
"(MBRS)

Embers
(MBRS)","0.067630
USD"
"(XLR)

Solaris
(XLR)","11.85
USD"
"(POP)

PopularCoin
(POP)","0.000663
USD"
"(NVC)

Novacoin
(NVC)","5.28
USD"
"(WAND)

WandX
(WAND)","0.166046
USD"
"(HTC)

HitCoin
(HTC)","0.000221
USD"
